,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
55156,3FU6PUCPA2254560,7,11,C01,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",9/11/17,9/18/17,,Yes,,,,,
55157,3FU8FXLPA2020463,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/20/19,1/22/19,,,,Yes,,,
55158,3JGVLXIAA6229214,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/17/14,8/18/14,,,,Yes,,,
55159,3JGW27GAA6288415,7,23,787,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/15/14,10/15/14,,,,,Yes,,
55160,3FU81J8PA2301184,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/28/18,11/1/18,,,,,Yes,,
55161,3FU5ZM0PA2306516,7,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/1/16,11/1/16,,,,,Yes,,
55162,3JGXFO9AA6093126,7,11,105,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/3/15,4/8/15,,,,,Yes,,
55163,3JGTWKHAA6354240,7,11,105,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/20/13,12/20/13,,,,,Yes,,
55164,3JGYNRPAA6210074,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,7/29/15,7/29/15,,,,,,Yes,
55165,3FU7K94PA2163336,7,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/12/18,6/13/18,,,,,Yes,,
55166,3FU7H90PA2141047,7,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/21/18,5/23/18,,,,,Yes,,
55167,3JGYGDBAA6191039,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,7/10/15,7/10/15,,,,,,Yes,
55168,3JGXGKRAA6096543,7,12,000,0,Perform a periodic inspection,Completed the inspection,4/6/15,4/13/15,,,,Yes,,,
55169,3FU5RSCPA2237137,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/24/16,8/24/16,,,,Yes,,,
55170,3FU7GYXPA2140510,7,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,5/19/18,5/21/18,,,,Yes,,,
55171,3JH0HI9AA6053230,7,11,000,0,Weapon system inspection and/or checks Needed,Weapon system inspection and/or checks completed,2/22/16,4/11/16,,,,Yes,,Yes,
55172,3JGWB6QAA6318536,7,47,,P,Perform system or component checks ,Completed the component or system test,11/14/14,11/16/14,,,,Yes,,,
55173,3FU8AZGPA2357591,7,11,000,0,Perform a periodic inspection,Completed the inspection,12/23/18,12/23/18,,,,Yes,,,
55174,3JGTI0KAA6290180,7,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/17/13,10/17/13,,,,,Yes,,
55175,3JGV0BGAA6153299,7,11,000,0,Perform verification of component or system,Completed the component or system test,6/2/14,6/3/14,,,,Yes,,,
55176,3FU6Y1NPA2335174,7,11,C31,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",12/1/17,12/5/17,,Yes,,,,,
55177,3FU6B7ZPA2072478,7,12,070,B,System or component worn or broken,Removed and Replaced the system or component,3/13/17,3/14/17,,,,,Yes,,
55178,3FU75SCPA2052559,7,11,170,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,2/21/18,2/21/18,Yes,,,,,,
55179,3JGU3X6AA6031453,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/31/14,1/31/14,,,,Yes,,,
55180,3FU6LX5PA2202088,7,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,7/21/17,8/14/17,,,,Yes,,,
55181,3FU80ZHPA2298366,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/25/18,10/30/18,,,,Yes,,,
55182,3FU6FK0PA2120155,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/30/17,5/2/17,,,,Yes,,,
55183,3JH08ORAA6025337,7,11,020,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/25/16,1/25/16,,,,,Yes,,
55184,3FU8CNDPA2002444,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/2/19,1/3/19,,,,Yes,,,
55185,3FU75YSPA2053096,7,11,020,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/22/18,2/26/18,,,,,Yes,,
55186,3FU75V4PA2053039,7,11,000,0,Perform a periodic inspection,Completed the inspection,2/22/18,2/22/18,,,,Yes,,,
55187,3FU6CBAPA2083504,7,11,C01,Z,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",3/24/17,3/31/17,,Yes,,,,,
55188,3FU5ZSRPA2307595,7,11,020,B,System or component worn or broken,Removed and Replaced the system or component,11/2/16,11/2/16,,,,,Yes,,
55189,3JGTZ0AAA6008444,7,11,374,B,Code: JDXUHP was set.,Removed and replaced system or component,1/8/14,1/11/14,,,,,Yes,,
55190,3JH6WD8AA6183380,7,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,7/1/16,7/3/16,,,,Yes,,Yes,
55191,3JGZXI7AA6345503,7,12,282,B,Code: ZJUXNV was set.,Repaired or replaced battery,12/11/15,12/16/15,,,,,Yes,,
55192,3FU8RO3PA2090264,7,11,000,0,Perform a periodic inspection,Completed the inspection,3/31/19,4/6/19,,,,Yes,,,
55193,3JGWUHYAA6031555,7,11,170,Z,Corrosion identified on a port,Treated and removed the corrosion,1/31/15,2/1/15,Yes,,,,,,
55194,3FU7H7EPA2141034,7,12,381,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/21/18,5/24/18,,,,,Yes,,
55195,3JGTFY7AA6281142,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/8/13,10/8/13,,,,Yes,,,
55196,3FU7NSCPA2192069,7,11,000,0,Perform a periodic inspection,Completed the inspection,7/11/18,7/12/18,,,,Yes,,,
55197,3FU5UF9PA2257371,7,23,282,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,9/13/16,2/7/17,,,,,Yes,,
55198,3FU8VPAPA2111386,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/21/19,4/26/19,,,,Yes,,,
55199,3JGW4LBAA6295280,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/22/14,10/22/14,,,,Yes,,,
55200,3FU8G1EPA2020558,7,11,C01,C,Corrosion identified on plugs or switches,Treated and removed the corrosion,1/20/19,1/20/19,Yes,,,,,,
55201,3JGW5ZQAA6300528,7,17,787,Q,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/27/14,10/27/14,,,,,Yes,,
55202,3FU6FJXPA2120155,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/30/17,5/2/17,,,,Yes,,,
55203,3FU87QNPA2341016,7,11,956,A,System or component failed ,Worked on system component; repair may or may not have been successful,12/7/18,12/7/18,,,,,,,Yes
55204,3JGVZ0JAA6279304,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/6/14,10/6/14,,,,Yes,,,
55205,3JGYCR2AA6178086,7,11,000,0,Perform a periodic inspection,Completed the inspection,6/27/15,6/27/15,,,,Yes,,,
55206,3FU6BOTPA2076052,7,11,000,0,Perform a periodic inspection,Completed the inspection,3/17/17,3/24/17,,,,Yes,,,
55207,3FU6EH4PA2107570,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/17/17,4/18/17,,,,Yes,,,
55208,3FU8UG5PA2104283,7,11,306,C,System or Component is dirty,Cleaned the system or component,4/14/19,4/15/19,,,,Yes,,,
55209,3JH6WJQAA6187531,7,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,7/5/16,7/5/16,,,,Yes,,Yes,
55210,3FU6BORPA2076052,7,11,000,0,Perform a periodic inspection,Completed the inspection,3/17/17,3/28/17,,,,Yes,,,
55211,3JGU2V5AA6023396,7,11,306,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/23/14,2/1/14,,,,,Yes,,
55212,3JGW4WIAA6296423,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/23/14,10/25/14,,,,Yes,,,
55213,3JGYJZOAA6198452,7,11,000,0,Perform a periodic inspection,Completed the inspection,7/17/15,7/18/15,,,,Yes,,,
55214,3JGZM7BAA6304347,7,11,425,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/31/15,10/31/15,,,,,Yes,,
55215,3FU81JAPA2301187,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/28/18,11/1/18,,,,,Yes,,
55216,3JGWRG3AA6022340,7,11,956,C,Weapon part or assembly failure,Removed and Replaced failed part or assembly,1/22/15,3/14/15,,,,,,Yes,Yes
55217,3FU8106PA2298382,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/25/18,10/25/18,,,,Yes,,,
55218,3FU5STXPA2245229,7,11,000,0,Perform a periodic inspection,Completed the inspection,9/1/16,9/1/16,,,,Yes,,,
55219,3FU83RKPA2315141,7,12,020,B,System or component worn or broken,Removed and Replaced the system or component,11/11/18,11/12/18,,,,,Yes,,
55220,3JGWC6TAA6322407,7,11,000,0,Perform a periodic inspection,Completed the inspection,11/18/14,11/18/14,,,,Yes,,,
55221,3JGX7HBAA6072541,7,11,000,0,Perform a periodic inspection,Completed the inspection,3/13/15,3/13/15,,,,Yes,,,
55222,3FU7RK8PA2224303,7,11,020,C,System or component worn or broken,Removed and Replaced the system or component,8/12/18,8/12/18,,,,,Yes,,
55223,3FU65E1PA2011490,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/11/17,1/12/17,,,,Yes,,,
55224,3FU7BUBPA2104A00,7,11,000,0,Perform a phase inspection,Completed the inspection,4/14/18,4/17/18,,,,Yes,,,
55225,3FU7LNOPA2173465,7,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/22/18,6/25/18,,,,,Yes,,
55226,3JGZMSZAA6307169,7,11,000,0,Perform a periodic inspection,Completed the inspection,11/3/15,11/3/15,,,,Yes,,,
55227,3FU5SY1PA2250278,7,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/6/16,9/6/16,,,,,Yes,,
55228,3JGWMATAA6004512,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/4/15,1/4/15,,,,Yes,,,
55229,3JGYX8TAA6232488,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/20/15,8/21/15,,,,Yes,,,
55230,3FU8UDEPA2104192,7,11,C01,Z,Wiring issue found on the aircraft,Repaired the wire,4/14/19,4/14/19,,,,,Yes,,
55231,3FU8THJPA2098201,7,11,000,0,Perform system or component checks ,Completed the component or system test,4/8/19,4/9/19,,,,Yes,,,
55232,3FU6PE5PA2248227,7,11,000,C,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,9/5/17,9/5/17,,,Yes,,,,
55233,3FU74XKPA2045019,7,12,000,0,Perform a periodic inspection,Completed the inspection,2/14/18,2/15/18,,,,Yes,,,
55234,3FU5RS7PA2237137,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/24/16,8/24/16,,,,Yes,,,
55235,3JGTT7CAA6340531,7,11,000,0,Perform a periodic inspection,Completed the inspection,12/6/13,12/6/13,,,,Yes,,,
55236,3FU6Y36PA2335200,7,11,C31,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",12/1/17,12/5/17,,Yes,,,,,
55237,3JH6SM0AA6169242,7,11,000,0,Perform a periodic inspection,Completed the inspection,6/17/16,6/18/16,,,,Yes,,,
55238,3FU8C7MPA2365141,7,11,000,0,Perform verification of component or system,Completed the component or system test,12/31/18,1/4/19,,,,Yes,,,
55239,3FU8D5RPA2006085,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/6/19,1/6/19,,,,Yes,,,
55240,3JGXVL6AA6133366,7,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,5/13/15,5/14/15,,,,Yes,,Yes,
55241,3FU6WE4PA2313039,7,11,956,C,Code: HPVBHP was set.,Observed the area and attempted to repair it,11/9/17,11/9/17,,,,,Yes,,
55242,3JGWX8BAA6037033,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,2/6/15,2/8/15,,,,,,Yes,
55243,3FU6XUUPA2334599,7,11,020,C,System or component worn or broken,Removed and Replaced the system or component,11/30/17,12/4/17,,,,,Yes,,
55244,3FU60Z4PA2320088,7,25,180,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/15/16,11/16/16,,,,,Yes,,
55245,3FU6548PA2010301,7,11,170,Z,Bare Metal found on a door,"Sanded, primed, and painted the bare area",1/6/17,1/11/17,,Yes,,,,,
55246,3FU750WPA2045079,7,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,2/14/18,2/15/18,,,,Yes,,Yes,
55247,3JGX87KAA6072270,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,3/13/15,3/17/15,,,,,,Yes,
55248,3JGVYIAAA6276105,7,23,787,R,System or component worn or broken,Removed and Replaced the system or component,10/3/14,10/3/14,,,,,Yes,,
55249,3FU7R07PA2221593,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/9/18,8/16/18,,,,Yes,,,
55250,3FU8Q8GPA2077060,7,11,000,0,Perform a periodic inspection,Completed the inspection,3/18/19,3/19/19,,,,Yes,,,
55251,3JGTT9TAA6341579,7,11,000,0,Perform a periodic inspection,Completed the inspection,12/7/13,12/9/13,,,,Yes,,,
55252,3FU6YEPPA2339368,7,12,020,B,System or component worn or broken,Removed and Replaced the system or component,12/5/17,12/5/17,,,,,Yes,,
55253,3FU81HNPA2301153,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/28/18,11/4/18,,,,Yes,,,
55254,3FU8UE3PA2104234,7,11,C01,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/14/19,4/14/19,,,,,Yes,,
55255,3JGZXJ3AA6345509,7,11,020,C,System or component worn or broken,Worked on and repaired component/system,12/11/15,12/11/15,,,,,Yes,,
55256,3FU6Y04PA2335117,7,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,12/1/17,12/4/17,,,,Yes,,,
55257,3FU5XDHPA2280365,7,11,000,C,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,10/6/16,10/10/16,Yes,,,,,,
55258,3FU7BWRPA2104301,7,11,000,0,Perform system or component checks ,Completed the component or system test,4/14/18,4/15/18,,,,Yes,,,
55259,3JGXI1VAA6100118,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/10/15,4/17/15,,,,Yes,,,
55260,3JGU8LKAA6050295,7,11,000,0,Perform a periodic inspection,Completed the inspection,2/19/14,2/19/14,,,,Yes,,,
55261,3FU7ICNPA2150240,7,16,956,P,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/30/18,5/30/18,,,,,Yes,,
55262,3JH08USAA6025401,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,1/25/16,1/27/16,,,,,,Yes,
55263,3JGVSLMAA6253118,7,23,787,R,System or component worn or broken,Removed and Replaced the system or component,9/10/14,9/11/14,,,,,Yes,,
55264,3FU75ZBPA2053113,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/22/18,2/26/18,,,,,Yes,,
55265,3FU6BQ0PA2076059,7,12,020,B,System or component worn or broken,Removed and Replaced the system or component,3/14/17,3/17/17,,,,,Yes,,
55266,3JGW518AA6296468,7,11,000,0,Perform a periodic inspection,Completed the inspection,10/23/14,10/24/14,,,,Yes,,,
55267,3JH7575AA6215008,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,8/2/16,8/2/16,,,,,,Yes,
55268,3FU6BDMPA2072A32,7,11,170,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,3/14/17,3/19/17,Yes,,,,,,
55269,3JH6SM3AA6169243,7,11,000,0,Perform a periodic inspection,Completed the inspection,6/17/16,6/18/16,,,,Yes,,,
55270,3FU8IEGPA2033585,7,11,000,0,Perform system or component checks ,Completed the component or system test,2/2/19,2/3/19,,,,Yes,,,
55271,3JH0MKLAA6068115,7,11,000,0,Perform verification of component or system,Completed the component or system test,3/8/16,3/30/16,,,,Yes,,,
55272,3FU60Z6PA2320090,7,25,180,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/15/16,11/16/16,,,,,Yes,,
55273,3FU79XWPA2086431,7,11,295,F,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/27/18,3/29/18,,,,,Yes,,
55274,3FU6IHZPA2162284,7,11,000,0,Perform a periodic inspection,Completed the inspection,6/11/17,6/14/17,,,,Yes,,,
55275,3FU81JHPA2301194,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/28/18,11/1/18,,,,,Yes,,
55276,3JGXHEBAA6098327,7,47,,C,Perform a periodic inspection,Completed the inspection,4/8/15,4/8/15,,,,Yes,,,
55277,3JGZK7TAA6299539,7,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/26/15,11/5/15,,,,,Yes,,
55278,3FU84JSPA2320011,7,23,787,R,System or component worn or broken,Removed and Replaced the system or component,11/16/18,11/16/18,,,,,Yes,,
55279,3FU6OAUPA2233252,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/21/17,8/21/17,,,,Yes,,,
55280,3FU7BULPA2104281,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/14/18,4/14/18,,,,Yes,,,
55281,3FU6CAMPA2083480,7,11,070,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/24/17,3/30/17,,,,,Yes,,
55282,3JGY9XQAA6170032,7,11,135,C,System or component failed ,Worked on system component; repair may or may not have been successful,6/19/15,6/20/15,,,,,,,Yes
55283,3FU67IAPA2033911,7,23,177,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/2/17,2/2/17,,,,,Yes,,
55284,3FU75RVPA2052547,7,11,C01,Z,System or Component is dirty,Cleaned the system or component,2/21/18,2/22/18,,,,Yes,,,
55285,3JGU7KUAA6047474,7,11,000,0,Perform a periodic inspection,Completed the inspection,2/16/14,2/21/14,,,,Yes,,,
55286,3FU6PTEPA2254526,7,11,425,C,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",9/11/17,9/19/17,,Yes,,,,,
55287,3JGVGA9AA6211098,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/30/14,7/31/14,,,,,Yes,,
55288,3JH73TBAA6210419,7,23,787,R,System or component worn or broken,Removed and Replaced the system or component,7/28/16,7/28/16,,,,,Yes,,
55289,3JGXO5GAA6115470,7,11,000,0,Perform a periodic inspection,Completed the inspection,4/25/15,4/25/15,,,,Yes,,,
55290,3FU6561PA2010368,7,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,1/6/17,1/11/17,,,,Yes,,,
55291,3JGWA8BAA6316A00,7,11,000,0,Perform a phase inspection,Completed the inspection,11/12/14,11/17/14,,,,Yes,,,
55292,3FU69MTPA2058032,7,11,170,Z,Corrosion located on a connector,Treated and removed the corrosion,2/27/17,2/28/17,Yes,,,,,,
55293,3JGZNISAA6309499,7,11,000,0,Perform a periodic inspection,Completed the inspection,11/5/15,11/5/15,,,,Yes,,,
55294,3JGYXW8AA6234199,7,47,,C,Perform system or component checks ,Completed the component or system test,8/22/15,8/24/15,,,,Yes,,,
55295,3JGYBLIAA6175123,7,11,000,0,Perform a periodic inspection,Completed the inspection,6/24/15,6/26/15,,,,Yes,,,
55296,3FU5UUUPA2262059,7,11,070,R,System or component worn or broken,Removed and Replaced the system or component,9/18/16,9/18/16,,,,,Yes,,
55297,3JGWTYNAA6030277,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/30/15,1/31/15,,,,Yes,,,
55298,3FU6B82PA2072A01,7,11,C01,Z,Corrosion found on door panel,Treated and removed the corrosion,3/13/17,3/14/17,Yes,,,,,,
55299,3FU6LS2PA2200574,7,11,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/19/17,7/20/17,,,,,Yes,,
55300,3JGYUT3AA6227035,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/15/15,8/15/15,,,,Yes,,,
55301,3FU7RIBPA2224295,7,11,000,0,System or Component is dirty,Cleaned the system or component,8/12/18,8/13/18,,,,Yes,,,
55302,3JGV5WXAA6171362,7,11,000,0,Perform a periodic inspection,Completed the inspection,6/20/14,7/31/14,,,,Yes,,,
55303,3JGU2TNAA6022349,7,11,000,0,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/22/14,1/28/14,,,,,Yes,,
55304,3FU81RCPA2303329,7,11,956,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/30/18,10/31/18,,,,,Yes,,
55305,3FU6MWTPA2218578,7,11,000,0,Perform a periodic inspection,Completed the inspection,8/6/17,8/8/17,,,,Yes,,,
55306,3FU81CXPA2301081,7,11,020,C,System or component worn or broken,Removed and Replaced the system or component,10/28/18,10/28/18,,,,,Yes,,
55307,3JGWTYPAA6030278,7,11,000,0,Perform a periodic inspection,Completed the inspection,1/30/15,1/31/15,,,,Yes,,,
55308,3FU76MUPA2058511,7,16,282,P,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/27/18,2/27/18,,,,,Yes,,
55309,3JGZFY9AA6290559,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,10/17/15,10/19/15,,,,,,Yes,
55310,3JH6S2KAA6168592,7,11,956,N,Bad Battery,Repaired or replaced battery,6/16/16,6/19/16,,,,,Yes,,
55311,3FU63CXPA2349199,7,11,000,0,Perform a periodic inspection,Completed the inspection,12/14/16,12/14/16,,,,Yes,,,
55312,3FU8G4SPA2021053,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/21/19,1/25/19,,,,,Yes,,
55313,3JGVUONAA6260568,7,11,000,0,Aircraft weapon configuration change requested,Aircraft configuration change completed,9/17/14,9/18/14,,,,,,Yes,
55314,3FU7EH7PA2117402,7,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",4/27/18,5/20/18,,Yes,,,,,
55315,3JGZDRUAA6284143,7,11,425,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/11/15,10/11/15,,,,,Yes,,
55316,3FU8DSFPA2008436,7,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/8/19,1/8/19,,,,,Yes,,
