,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
149537,3C7GDCEFE9068536,18,11,000,N,System or component worn or broken,Worked on and repaired component/system,3/9/17,3/24/17,,,,,Yes,,
149538,3C7GCM8FE9059252,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/28/17,2/28/17,,,,Yes,,,
149539,3C7FXDQFE9180034,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/28/16,6/29/16,,,,Yes,,,
149540,3C7F71XFE9053150,18,11,020,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/22/15,4/2/15,,,,,Yes,,
149541,3C7F5YMFE9026470,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/26/15,2/17/15,,,,Yes,,,
149542,3C9OJDCFE9156607,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/5/17,6/8/17,,,,Yes,,,
149543,3C7FR13FE9068265,18,11,780,C,System or component worn or broken,Removed and Replaced the system or component,3/8/16,3/9/16,,,,,Yes,,
149544,3C7GXKTFE9050481,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/19/18,2/20/18,,,,Yes,,,
149545,3C7FSPIFE9123097,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/2/16,5/5/16,,,,Yes,,,
149546,3C7FMDJFE9344535,18,11,070,C,System or component worn or broken,Removed and Replaced the system or component,12/10/15,12/11/15,,,,,Yes,,
149547,3C7G274FE9252220,18,16,956,P,Aircraft weapon configuration change requested,Aircraft configuration change completed,9/8/16,9/8/16,,,,,,Yes,
149548,3C7GKRLFE9195424,18,47,,C,Perform system or component checks ,Completed the component or system test,7/14/17,7/31/17,,,,Yes,,,
149549,3C7EY7YFE9160228,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/9/14,6/9/14,,,,Yes,,,
149550,3C7GBUSFE9044379,18,11,020,C,Corrosion identified on fastners,Treated and removed the corrosion,2/13/17,2/21/17,Yes,,,,,,
149551,3C7GD22FE9066395,18,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/7/17,3/9/17,,,,,Yes,,
149552,3C7GWS9FE9037567,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/6/18,2/6/18,,,,Yes,,,
149553,3C7FMM1FE9347100,18,11,000,0,Perform a periodic inspection,Completed the inspection,12/13/15,12/13/15,,,,Yes,,,
149554,3C7F9M7FE9128566,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/8/15,5/8/15,,,,Yes,,,
149555,3C7FOALFE9028003,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/28/16,1/28/16,,,,Yes,,,
149556,3C7F1UOFE9238109,18,11,282,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/26/14,8/27/14,,,,,Yes,,
149557,3C7F15GFE9230259,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/18/14,8/18/14,,,,Yes,,,
149558,3USV9U1FE8038366,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/7/12,2/8/12,,,,Yes,,,
149559,3C7GUOSFE9017468,18,23,956,R,Component or part failure,"Installed, cannibalized, or removed a part or component",1/17/18,1/17/18,,,,,Yes,,Yes
149560,3C7GIODFE9144152,18,23,787,R,System or component worn or broken,Removed and Replaced the system or component,5/24/17,5/24/17,,,,,Yes,,
149561,3C7FQLNFE9063029,18,11,000,0,Perform a periodic inspection,Completed the inspection,3/3/16,3/3/16,,,,Yes,,,
149562,3C7G5NKFE9300325,18,23,070,R,System or component worn or broken,Removed and Replaced the system or component,10/26/16,11/9/16,,,,,Yes,,
149563,3C7FVIJFE9158A01,18,11,719,B,Code: XUXUQG was set.,Removed and replaced system or component,6/6/16,6/29/16,,,,,Yes,,
149564,3C7FLMRFE9333170,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/29/15,11/30/15,,,,Yes,,,
149565,3C7FQP6FE9063053,18,11,000,0,Perform a periodic inspection,Completed the inspection,3/3/16,3/3/16,,,,Yes,,,
149566,3C9OFMRFE9306617,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/2/14,11/5/14,,,,Yes,,,
149567,3C7GJW3FE9177088,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/26/17,7/11/17,,,,Yes,,,
149568,3C7GM63FE9216481,18,11,C01,Z,Corrosion found on a panel,Treated and removed the corrosion,8/4/17,8/9/17,Yes,,,,,,
149569,3C7FN96FE9006010,18,11,020,B,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",1/6/16,2/3/16,,Yes,,,,,
149570,3C7F9AEFE9110A06,18,11,070,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/29/15,4/29/15,,,,,Yes,,
149571,3C7EWGHFE9083219,18,23,295,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/24/14,3/24/14,,,,,Yes,,
149572,3C7FU4RFE9134173,18,23,020,R,System or component worn or broken,Removed and Replaced the system or component,5/12/16,5/13/16,,,,,Yes,,
149573,3C9ODW2FE9216653,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/14,8/6/14,,,,Yes,,,
149574,3C7EXSGFE9147545,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/27/14,5/27/14,,,,Yes,,,
149575,3C7GMCTFE9220595,18,11,000,0,Perform system or component checks ,Completed the component or system test,8/8/17,8/8/17,,,,Yes,,,
149576,3C7F15HFE9230259,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/18/14,8/18/14,,,,Yes,,,
149577,3C7FRXBFE9076050,18,11,246,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/16/16,3/17/16,,,,,Yes,,
149578,3C7GHITFE9128032,18,11,170,Z,System or component worn or broken,Worked on and repaired component/system,5/8/17,7/25/17,,,,,Yes,,
149579,3C7FM2SFE9341372,18,23,282,R,Code: MQMQBM was set.,"Installed, cannibalized, or removed a part or component",12/7/15,1/6/16,,,,,Yes,,Yes
149580,3C7G0IAFE9230031,18,11,447,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/17/16,8/19/16,,,,,Yes,,
149581,3C7EWVAFE9125496,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/5/14,5/7/14,,,,Yes,,,
149582,3C7FNR9FE9017294,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/17/16,1/18/16,,,,Yes,,,
149583,3C7GTZAFE9008095,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/8/18,1/9/18,,,,Yes,,,
149584,3C7G6GHFE9306A15,18,11,381,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,11/4/16,11/10/16,,,,,Yes,,
149585,3C7EWOLFE9121405,18,11,000,0,Perform a periodic inspection,Completed the inspection,4/29/14,5/5/14,,,,Yes,,,
149586,3USV9Z4FE8039407,18,23,135,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/8/12,2/8/12,,,,,Yes,,
149587,3C7F1LMFE9234568,18,47,,C,Perform system or component checks ,Completed the component or system test,8/22/14,5/4/15,,,,Yes,,,
149588,3C9OHRMFE9090782,18,12,020,C,System or component worn or broken,Removed and Replaced the system or component,3/29/16,5/12/16,,,,,Yes,,
149589,3USVA7ZFE8040452,18,11,651,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/9/12,2/9/12,,,,,Yes,,
149590,3C9OFXEFE9310748,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/6/14,11/6/14,,,,Yes,,,
149591,3C7GUFJFE9015385,18,11,295,F,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/15/18,1/22/18,,,,,Yes,,
149592,3C7FFURFE9223224,18,11,799,A,Aircraft weapon configuration change requested,Aircraft configuration change completed,8/11/15,8/12/15,,,,,,Yes,
149593,3C7FX2KFE9176397,18,47,,C,Perform a periodic inspection,Completed the inspection,6/24/16,6/24/16,,,,Yes,,,
149594,3C9OER5FE9263876,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/20/14,9/23/14,,,,Yes,,,
149595,3C7GCKEFE9058229,18,23,070,R,System or component worn or broken,Removed and Replaced the system or component,2/27/17,3/3/17,,,,,Yes,,
149596,3C7FSPOFE9123100,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/2/16,5/2/16,,,,Yes,,,
149597,3C7F6RSFE9048584,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/17/15,2/17/15,,,,Yes,,,
149598,3C7FK3FFE9296426,18,23,956,R,Code: MQMQHP was set.,Removed and replaced system or component,10/23/15,11/2/15,,,,,Yes,,
149599,3C7F40AFE9340104,18,11,000,0,Perform a periodic inspection,Completed the inspection,12/6/14,12/6/14,,,,Yes,,,
149600,2X1ISOJFEC258125,18,16,070,P,System or component worn or broken,Removed and Replaced the system or component,3/30/17,3/30/17,,,,,Yes,,
149601,3C7GPIEFE9260527,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/17/17,9/18/17,,,,Yes,,,
149602,3C7F55LFE9361157,18,11,000,0,Perform a periodic inspection,Completed the inspection,12/27/14,12/30/14,,,,Yes,,,
149603,3C7G7I1FE9325411,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/20/16,11/20/16,,,,Yes,,,
149604,3C7G5JOFE9299263,18,12,020,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,10/25/16,10/25/16,,,,,Yes,,
149605,3C7EXB8FE9132232,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/12/14,5/16/14,,,,Yes,,,
149606,3C7GM1DFE9192B02,18,16,000,P,Aircraft weapon configuration change requested,Aircraft configuration change completed,8/3/17,8/3/17,,,,,,Yes,
149607,3C9OGHWFE9327946,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/23/14,11/23/14,,,,Yes,,,
149608,3USVBHAFE8058286,18,23,255,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/27/12,2/27/12,,,,,Yes,,
149609,3C9OGJ5FE9327956,18,11,622,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/23/14,12/1/14,,,,,Yes,,
149610,3C7F9HDFE9125504,18,23,087,R,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/5/15,5/6/15,,,,,Yes,,
149611,3C7FN25FE9003439,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/3/16,1/7/16,,,,Yes,,,
149612,3C7GSDCFE9344415,18,11,000,0,Perform a periodic inspection,Completed the inspection,12/10/17,12/10/17,,,,Yes,,,
149613,3C7FPNUFE9049167,18,11,956,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,2/18/16,3/23/16,,,,,Yes,,
149614,3C7FTVKFE9132064,18,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/11/16,5/11/16,,,,,Yes,,
149615,3C7FXA1FE9179530,18,23,070,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/27/16,6/28/16,,,,,Yes,,
149616,3C7GL3PFE9201571,18,12,255,B,System or component worn or broken,Removed and Replaced the system or component,7/19/17,8/7/17,,,,,Yes,,
149617,3C7G7VAFE9328004,18,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/23/16,11/28/16,,,,,Yes,,
149618,3C7GIGFFE9141005,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/21/17,5/23/17,,,,Yes,,,
149619,3C7G65AFE9306A00,18,11,000,0,Perform a phase inspection,Completed the inspection,11/1/16,11/8/16,,,,Yes,,,
149620,3C7FFFEFE9216585,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/15,8/4/15,,,,Yes,,,
149621,3C7GBVRFE9044406,18,11,170,Z,Corrosion found on door panel,Treated and removed the corrosion,2/13/17,2/15/17,Yes,,,,,,
149622,3C7GBT3FE9041350,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/10/17,2/13/17,,,,Yes,,,
149623,3C7G3HMFE9266068,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/22/16,9/26/16,,,,Yes,,,
149624,3C9ODVWFE9216652,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/14,8/4/14,,,,Yes,,,
149625,3C7FVIAFE9158323,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/6/16,6/29/16,,,,Yes,,,
149626,3C7GX1CFE9042139,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/11/18,2/14/18,,,,Yes,,,
149627,3C7FSPHFE9123097,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/2/16,5/9/16,,,,Yes,,,
149628,3C7G4QBFE9290515,18,11,000,0,Perform a periodic inspection,Completed the inspection,10/16/16,10/17/16,,,,Yes,,,
149629,3C7G59WFE9295138,18,11,000,0,Perform a periodic inspection,Completed the inspection,10/21/16,10/25/16,,,,Yes,,,
149630,3C9OGJ8FE9328959,18,11,846,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/15/14,5/5/15,,,,,Yes,,
149631,3C9OJKHFE9160656,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/9/17,6/9/17,,,,Yes,,,
149632,2X1IROKFEC258086,18,11,000,0,Perform a periodic inspection,Completed the inspection,3/26/17,3/27/17,,,,Yes,,,
149633,3C7GP29FE9251436,18,23,374,R,"Grounding issue found with a system, wire, or component",Removed and replaced system or component,9/8/17,9/13/17,,,,,Yes,,
149634,3C7FUBTFE9137267,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/16/16,5/16/16,,,,Yes,,,
149635,3C7G1G5FE9242452,18,11,020,B,System or component worn or broken,Removed and Replaced the system or component,8/29/16,8/31/16,,,,,Yes,,
149636,3C7G4QHFE9290516,18,11,000,0,Perform a periodic inspection,Completed the inspection,10/16/16,10/16/16,,,,Yes,,,
149637,3C7F9M9FE9128566,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/8/15,5/11/15,,,,Yes,,,
149638,3C7FA5ZFE9137357,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/17/15,5/19/15,,,,Yes,,,
149639,3C7G3HNFE9266068,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/22/16,9/27/16,,,,Yes,,,
149640,3C7FFU0FE9223213,18,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/11/15,8/11/15,,,,,Yes,,
149641,3C7G0GFFE9230009,18,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/17/16,8/17/16,,,,,Yes,,
149642,3C7G11ZFE9237283,18,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/24/16,8/30/16,,,,,Yes,,
149643,3C7G03RFE9227411,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/14/16,8/15/16,,,,Yes,,,
149644,3USVBFVFE8057243,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/26/12,2/27/12,,,,Yes,,,
149645,3C7FP8VFE9041501,18,11,956,C,Code: UXUXNV was set.,Observed the area and attempted to repair it,2/10/16,2/10/16,,,,,Yes,,
149646,3C7F7FEFE9057414,18,12,000,0,Perform a periodic inspection,Completed the inspection,2/26/15,2/27/15,,,,Yes,,,
149647,3C7FZ6JFE9204152,18,11,105,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/22/16,7/22/16,,,,,Yes,,
149648,3C7GPIFFE9260527,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/17/17,9/17/17,,,,Yes,,,
149649,3C7GGKKFE9122174,18,11,190,B,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/1/17,8/10/17,,,,,Yes,,
149650,3C7EWP3FE9121415,18,11,000,0,Perform system or component checks ,Completed the component or system test,5/1/14,5/1/14,,,,Yes,,,
149651,3C7GMYBFE9227229,18,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/15/17,8/15/17,,,,,Yes,,
149652,3C9OF6QFE9271671,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/28/14,9/29/14,,,,Yes,,,
149653,3C7F56EFE9364165,18,11,000,0,Perform a periodic inspection,Completed the inspection,12/30/14,12/30/14,,,,Yes,,,
149654,3C7GKFIFE9192B00,18,11,000,0,Perform a phase inspection,Completed the inspection,7/11/17,9/7/17,,,,Yes,,,
149655,3C7FG6CFE9228348,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/16/15,8/16/15,,,,Yes,,,
149656,3C7EW9DFE9077078,18,17,956,Q,Aircraft weapon configuration change requested,Aircraft configuration change completed,3/18/14,3/19/14,,,,,,Yes,
149657,3C7GHWRFE9131326,18,23,787,R,System or component worn or broken,Removed and Replaced the system or component,5/11/17,5/12/17,,,,,Yes,,
149658,3C7F2GGFE9292405,18,11,000,0,Perform a periodic inspection,Completed the inspection,10/19/14,10/19/14,,,,Yes,,,
149659,3C7FKQ5FE9309173,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/5/15,11/9/15,,,,Yes,,,
149660,3C7GPHDFE9260516,18,11,127,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/15/17,9/18/17,,,,,Yes,,
149661,3C7FOZ4FE9039286,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/8/16,2/8/16,,,,Yes,,,
149662,3C7F9J7FE9127541,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/7/15,5/18/15,,,,Yes,,,
149663,3C7FB2OFE9152265,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/1/15,6/2/15,,,,Yes,,,
149664,3C7FN6QFE9341372,18,11,255,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/5/16,1/5/16,,,,,Yes,,
149665,3C7G2Q5FE9261416,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/17/16,9/22/16,,,,Yes,,,
149666,3C7F95MFE9117359,18,11,000,0,Perform a periodic inspection,Completed the inspection,4/27/15,4/27/15,,,,Yes,,,
149667,3C7F9LFFE9128554,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/8/15,5/8/15,,,,Yes,,,
149668,3USVBFXFE8057244,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/26/12,2/29/12,,,,Yes,,,
149669,3C7GKFRFE9192341,18,11,000,0,Perform a periodic inspection,Completed the inspection,7/11/17,9/7/17,,,,Yes,,,
149670,3C9ODVZFE9216652,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/14,8/4/14,,,,Yes,,,
149671,3C7F8OAFE9110063,18,11,000,0,Perform a periodic inspection,Completed the inspection,4/20/15,4/26/15,,,,Yes,,,
149672,3C7EWHMFE9090249,18,11,000,0,Perform a periodic inspection,Completed the inspection,3/31/14,4/9/14,,,,Yes,,,
149673,3C7F1NEFE9236015,18,11,000,0,Perform a periodic inspection,Completed the inspection,8/24/14,8/25/14,,,,Yes,,,
149674,3C7FPR2FE9050207,18,11,780,B,System or component worn or broken,Removed and Replaced the system or component,2/19/16,2/25/16,,,,,Yes,,
149675,3C7FWWSFE9174324,18,11,000,0,Perform a periodic inspection,Completed the inspection,6/22/16,6/24/16,,,,Yes,,,
149676,3C7FL7XFE9323463,18,11,000,0,Perform a periodic inspection,Completed the inspection,11/19/15,11/19/15,,,,Yes,,,
149677,3C9OK8YFE9285789,18,11,799,A,Code: JDMZQG was set.,Observed the area and attempted to repair it,10/12/17,10/12/17,,,,,Yes,,
149678,3C7FA64FE9137358,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/17/15,5/18/15,,,,Yes,,,
149679,3C7EWG6FE9083208,18,11,000,N,Perform a periodic inspection,Completed the inspection,3/24/14,3/24/17,,,,Yes,,,
149680,2X1IRLLFEC258069,18,11,956,C,System or component worn or broken,Worked on and repaired component/system,3/25/17,4/9/17,,,,,Yes,,
149681,3C7FSPMFE9123099,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/2/16,5/3/16,,,,Yes,,,
149682,3C7F4PLFE9349470,18,11,000,0,Perform a periodic inspection,Completed the inspection,12/15/14,12/16/14,,,,Yes,,,
149683,3C7EWDAFE9079145,18,41,,C,Perform a phase inspection,Completed the inspection,3/20/14,3/21/14,,,,Yes,,,
149684,3C9OKUMFE9303761,18,11,956,S,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/30/17,10/30/17,,,,,Yes,,
149685,3C7EW9PFE9078089,18,11,766,C,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,3/19/14,3/19/14,,,,,Yes,,
149686,3C7GGKTFE9122188,18,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/1/17,2/27/18,,,,,Yes,,
149687,3C7GV08FE9019035,18,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,1/19/18,1/21/18,,,,,Yes,,
149688,3C7G5NLFE9300326,18,23,070,R,System or component worn or broken,Removed and Replaced the system or component,10/26/16,10/26/16,,,,,Yes,,
149689,3C7FYW4FE9200058,18,11,000,0,Perform a periodic inspection,Completed the inspection,7/18/16,7/18/16,,,,Yes,,,
149690,3C7GTZDFE9008095,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/8/18,1/8/18,,,,Yes,,,
149691,3C7F5YXFE9026472,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/26/15,2/10/15,,,,Yes,,,
149692,3C7G7KSFE9325431,18,11,170,Z,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",11/20/16,11/20/16,,Yes,,,,,
149693,2X1IV1DFEC258298,18,11,000,0,Perform a periodic inspection,Completed the inspection,4/8/17,4/9/17,,,,Yes,,,
149694,3C7FONNFE9033127,18,11,127,C,Perform system or component checks ,Completed the component or system test,2/2/16,2/2/16,,,,Yes,,,
149695,3C7F8NZFE9110A00,18,11,000,0,Perform a phase inspection,Completed the inspection,4/20/15,5/11/15,,,,Yes,,,
149696,3C7GGL5FE9122191,18,11,020,B,System or component worn or broken,Worked on and repaired component/system,5/1/17,8/2/17,,,,,Yes,,
149697,3C7GK7DFE9187218,18,11,799,A,Aircraft weapon configuration change requested,Aircraft configuration change completed,7/6/17,7/7/17,,,,,,Yes,
149698,3C7F9LBFE9128553,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/8/15,5/8/15,,,,Yes,,,
149699,3C7GB2WFE9025033,18,11,000,N,System or component worn or broken,Worked on and repaired component/system,1/25/17,3/24/17,,,,,Yes,,
149700,3C7FNR8FE9017293,18,11,000,0,Perform a periodic inspection,Completed the inspection,1/17/16,1/18/16,,,,Yes,,,
149701,3C7FZ7XFE9204154,18,11,000,0,Perform a periodic inspection,Completed the inspection,7/22/16,7/22/16,,,,Yes,,,
149702,3C7G3MPFE9267092,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/23/16,9/26/16,,,,Yes,,,
149703,3C9OJREFE9165685,18,11,020,B,System or component worn or broken,Removed and Replaced the system or component,6/14/17,7/24/17,,,,,Yes,,
149704,3C7F6RTFE9048584,18,11,000,0,Perform a periodic inspection,Completed the inspection,2/17/15,2/17/15,,,,Yes,,,
149705,3C7EY68FE9157207,18,12,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,6/6/14,6/9/14,,,,,Yes,,
149706,3C7FN98FE9006011,18,12,020,B,Corrosion identified on fastners,Treated and removed the corrosion,1/6/16,1/19/16,Yes,,,,,,
149707,3C7F2VZFE9299034,18,11,000,0,Perform a periodic inspection,Completed the inspection,10/26/14,10/27/14,,,,Yes,,,
149708,3C7G16EFE9238320,18,23,064,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/25/16,8/29/16,,,,,Yes,,
149709,3C7FI1GFE9261446,18,11,000,0,Perform a periodic inspection,Completed the inspection,9/18/15,9/18/15,,,,Yes,,,
149710,3C7F9SGFE9132114,18,11,000,0,Perform a periodic inspection,Completed the inspection,5/12/15,5/14/15,,,,Yes,,,
