,job_code,aircraft,transaction_code,malfunction_code,action_taken_code,description_of_problem,correction_of_problem,received_date,completion_date,corrosion,bare_metal,corrosion_prevention_treatment,routine_maintenance,unscheduled_maintenance,mission_related_maintenance,failure
70166,3U0ZQFQPD4318352,9,11,000,0,Perform a periodic inspection,Completed the inspection,11/13/16,11/16/16,,,,Yes,,,
70167,3BU16QWPE3291204,9,12,020,B,System or component worn or broken,Removed and Replaced the system or component,10/18/18,10/24/18,,,,,Yes,,
70168,3C0CRSNPE3049757,9,11,000,0,Perform a periodic inspection,Completed the inspection,2/18/19,2/20/19,,,,Yes,,,
70169,3U20Y1VPD4015A00,9,11,000,0,Perform a phase inspection,Completed the inspection,1/15/18,1/20/18,,,,Yes,,,
70170,3U0ZLL2PD4250107,9,11,000,0,Perform a periodic inspection,Completed the inspection,9/6/16,9/9/16,,,,Yes,,,
70171,3BU189GPE3297517,9,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,10/24/18,11/3/18,,,,Yes,,,
70172,3BTSZ71PE3060645,9,11,329,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/29/16,2/29/16,,,,,Yes,,
70173,3BTP4XTPE3025421,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/25/15,1/27/15,,,,Yes,,,
70174,3U215HNPD4058587,9,23,029,R,Code: JDMZUX was set.,Removed and Replaced failed part or assembly,2/27/18,3/1/18,,,,,Yes,,Yes
70175,3U20FV0PD4249083,9,11,020,C,System or component worn or broken,Worked on and repaired component/system,9/5/17,9/7/17,,,,,Yes,,
70176,3BTSDPHPE3012058,9,11,070,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,1/12/16,1/14/16,,,,,Yes,,
70177,3BTOTMRPE3344381,9,11,000,0,Perform a periodic inspection,Completed the inspection,12/10/14,12/16/14,,,,Yes,,,
70178,3U21E2EPD4137164,9,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",5/17/18,5/20/18,,Yes,,,,,
70179,3U20A0PPD4206426,9,11,000,0,Perform a periodic inspection,Completed the inspection,7/25/17,7/27/17,,,,Yes,,,
70180,3BTOJX7PE3302280,9,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,10/29/14,10/30/14,,,Yes,,,,
70181,3BTOBLKPE3280380,9,11,070,C,System or component worn or broken,Worked on and repaired component/system,10/7/14,10/7/14,,,,,Yes,,
70182,3U20H1YPD4263081,9,11,000,0,Perform a periodic inspection,Completed the inspection,9/20/17,9/24/17,,,,Yes,,,
70183,3BTPT7IPE3098157,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/8/15,4/9/15,,,,Yes,,,
70184,3U20L4GPD4302400,9,11,000,0,Perform a periodic inspection,Completed the inspection,10/29/17,10/29/17,,,,Yes,,,
70185,3U20ZN8PD4023127,9,11,282,C,Code: MZMZUX was set.,Observed the area and attempted to repair it,1/23/18,1/24/18,,,,,Yes,,
70186,3BTP98FPE3040269,9,11,105,B,System or component worn or broken,Removed and Replaced the system or component,2/9/15,2/10/15,,,,,Yes,,
70187,3BU189YPE3297534,9,11,425,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",10/24/18,11/3/18,,Yes,,,,,
70188,3U20A6DPD4207577,9,11,190,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/25/17,7/29/17,,,,,Yes,,
70189,3BU0EH0PE3190372,9,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/9/18,7/9/18,,,,,Yes,,
70190,3U21H1YPD4176238,9,11,105,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,6/25/18,6/25/18,,,,,Yes,,
70191,3U20WD0PD4007085,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/7/18,1/8/18,,,,Yes,,,
70192,3BTTCHBPE3095175,9,11,000,N,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,4/4/16,4/8/16,,,,,Yes,,
70193,3U2166WPD4064217,9,11,000,0,Perform a periodic inspection,Completed the inspection,3/5/18,3/8/18,,,,Yes,,,
70194,3BU1N52PE3360338,9,11,000,0,Perform a periodic inspection,Completed the inspection,12/26/18,1/2/19,,,,Yes,,,
70195,3BU23U6PE3057071,9,11,020,P,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,3/11/19,3/11/19,,,,,Yes,,
70196,3U0ZPGDPD4300542,9,11,000,0,Perform a periodic inspection,Completed the inspection,10/26/16,10/26/16,,,,Yes,,,
70197,3U1ZTR6PD4041019,9,11,070,C,System or component worn or broken,Worked on and repaired component/system,11/2/16,2/13/17,,,,,Yes,,
70198,3BTQWZKPE3207062,9,11,000,0,Perform a periodic inspection,Completed the inspection,7/26/15,7/26/15,,,,Yes,,,
70199,3BTP1YFPE3014309,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/14/15,1/15/15,,,,Yes,,,
70200,3CQ8M71WAU067572,9,11,000,N,Perform a periodic inspection,Completed the inspection,3/8/17,3/29/17,,,,Yes,,,
70201,3U0ZGFDPD4111093,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/20/16,5/17/16,,,,Yes,,,
70202,3U20AD2PD4207144,9,11,000,0,System or component worn or broken,Worked on and repaired component/system,7/26/17,7/27/17,,,,,Yes,,
70203,3U20FVCPD4249095,9,11,C01,Z,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/5/17,9/7/17,,,,,Yes,,
70204,3BU1N50PE3360338,9,11,000,0,Perform a periodic inspection,Completed the inspection,12/26/18,12/27/18,,,,Yes,,,
70205,3U20O8UPD4325322,9,11,C01,Z,Corrosion identified on a port,Treated and removed the corrosion,11/21/17,11/23/17,Yes,,,,,,
70206,3BTT3S3PE3071380,9,11,020,C,System or component worn or broken,Worked on and repaired component/system,3/11/16,3/14/16,,,,,Yes,,
70207,3BTR7CIPE3236530,9,11,000,0,Perform a periodic inspection,Completed the inspection,8/24/15,8/24/15,,,,Yes,,,
70208,3U0ZMAGPD4262496,9,11,000,0,Perform a periodic inspection,Completed the inspection,9/18/16,9/20/16,,,,Yes,,,
70209,3BU1G1GPE3329079,9,11,000,0,Perform a periodic inspection,Completed the inspection,11/25/18,11/27/18,,,,Yes,,,
70210,3U0ZLV2PD4256249,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,9/12/16,9/12/16,,,,Yes,,Yes,
70211,3BU0Q11PE3225418,9,47,,C,Perform a periodic inspection,Completed the inspection,8/13/18,8/20/18,,,,Yes,,,
70212,3U0ZTRFPD4009257,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/9/17,1/10/17,,,,Yes,,,
70213,3U20A5KPD4206532,9,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",7/25/17,7/29/17,,Yes,,,,,
70214,3BTS18KPE3333108,9,11,000,0,Perform a periodic inspection,Completed the inspection,11/29/15,12/4/15,,,,Yes,,,
70215,3BU16TPPE3291328,9,11,000,0,Perform verification of component or system,Completed the component or system test,10/18/18,10/18/18,,,,Yes,,,
70216,3U213MJPD4048547,9,23,956,R,Code: MZMZJD was set.,Removed and Replaced failed part or assembly,2/17/18,2/18/18,,,,,Yes,,Yes
70217,3BTPEXEPE3058277,9,11,000,0,Perform a periodic inspection,Completed the inspection,2/27/15,2/27/15,,,,Yes,,,
70218,3BU1OLZPE3008414,9,11,290,C,Code: JDTLMZ was set.,Observed the area and attempted to repair it,1/8/19,1/8/19,,,,,Yes,,
70219,3U20WCSPD4007084,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/7/18,1/8/18,,,,Yes,,,
70220,3U21303PD4045351,9,11,C01,Z,System or component worn or broken,Worked on and repaired component/system,2/14/18,2/16/18,,,,,Yes,,
70221,3U212CSPD4042100,9,11,000,0,Perform a periodic inspection,Completed the inspection,2/11/18,2/19/18,,,,Yes,,,
70222,3C0CT5YPE3104802,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/14/19,4/15/19,,,,Yes,,,
70223,3BTNT6VPE3226233,9,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",8/14/14,9/5/14,,Yes,,,,,
70224,3BTRUNZPE3307186,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,11/3/15,11/20/15,,,,Yes,,Yes,
70225,3U1ZWRIPD4074044,9,11,000,0,Perform a periodic inspection,Completed the inspection,3/15/17,3/16/17,,,,Yes,,,
70226,3U208HJPD4190156,9,11,000,0,Perform a periodic inspection,Completed the inspection,7/9/17,7/10/17,,,,Yes,,,
70227,3BU264EPE3078486,9,47,,C,Perform system or component checks ,Completed the component or system test,3/19/19,3/19/19,,,,Yes,,,
70228,3U0ZIPQPD4193076,9,11,000,0,Perform a periodic inspection,Completed the inspection,7/11/16,7/13/16,,,,Yes,,,
70229,3BU0GP5PE3197491,9,12,105,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/16/18,7/16/18,,,,,Yes,,
70230,3BU2FM5PE3118014,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/28/19,4/28/19,,,,Yes,,,
70231,3BTS40TPE3340056,9,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/6/15,12/22/15,,,,,Yes,,
70232,3U1ZV2JPD4016202,9,23,956,R,Component or part failure,Removed and Replaced failed part or assembly,1/16/17,1/16/17,,,,,Yes,,Yes
70233,3U2182UPD4077346,9,11,000,0,Perform a periodic inspection,Completed the inspection,3/18/18,3/23/18,,,,Yes,,,
70234,3BTPT1KPE3097091,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/7/15,4/7/15,,,,Yes,,,
70235,3BTP281PE3014501,9,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",1/14/15,1/15/15,,Yes,,,,,
70236,3U20ANMPD4208336,9,11,000,0,Perform a periodic inspection,Completed the inspection,7/27/17,7/28/17,,,,Yes,,,
70237,3BTPT80PE3098160,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/8/15,4/8/15,,,,Yes,,,
70238,3U0ZNP5PD4278235,9,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,10/4/16,10/5/16,,,Yes,,,,
70239,3U20ZO8PD4024144,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/24/18,1/24/18,,,,Yes,,,
70240,3BTPS7APE3096158,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/6/15,4/16/15,,,,Yes,,,
70241,3U0ZNQ2PD4278201,9,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/4/16,10/5/16,,,,,Yes,,
70242,3U20SK9PD4348448,9,11,956,C,Code: HPXUJD was set.,Removed and Replaced failed part or assembly,12/14/17,12/21/17,,,,,,,Yes
70243,3U207JBPD4175334,9,11,000,0,Perform verification of component or system,Completed the component or system test,6/24/17,6/26/17,,,,Yes,,,
70244,3U20NYNPD4324190,9,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",11/20/17,11/25/17,,Yes,,,,,
70245,3BTP8Q8PE3039514,9,11,000,0,Perform a periodic inspection,Completed the inspection,2/8/15,2/8/15,,,,Yes,,,
70246,3U1ZWB4PD4068334,9,11,000,0,Perform a periodic inspection,Completed the inspection,3/9/17,3/9/17,,,,Yes,,,
70247,3U0ZTRCPD4009257,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/9/17,1/10/17,,,,Yes,,,
70248,3U1ZX15PD4079241,9,11,000,0,Perform a periodic inspection,Completed the inspection,3/20/17,3/28/17,,,,Yes,,,
70249,3BU1SLQPE3023332,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/23/19,1/29/19,,,,Yes,,,
70250,3U0ZNN5PD4278146,9,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/4/16,10/6/16,,,,,Yes,,
70251,3U0ZSY5PD4362334,9,11,000,0,Perform a periodic inspection,Completed the inspection,12/27/16,12/28/16,,,,Yes,,,
70252,3BTP27RPE3014504,9,11,425,C,Chipped or worn paint identified on the aircraft,Repair chip and paint the area,1/14/15,1/15/15,,,,Yes,,,
70253,3U20QLYPD4339226,9,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/5/17,12/6/17,,,,,Yes,,
70254,3BTR5EXPE3230006,9,11,070,A,System or component worn or broken,Removed and Replaced the system or component,8/18/15,8/18/15,,,,,Yes,,
70255,3U20FV5PD4249088,9,11,020,C,System or component worn or broken,Worked on and repaired component/system,9/5/17,9/8/17,,,,,Yes,,
70256,3BTP4XVPE3025421,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/25/15,1/27/15,,,,Yes,,,
70257,3U203EGPD4135510,9,11,000,0,Perform a periodic inspection,Completed the inspection,5/15/17,5/16/17,,,,Yes,,,
70258,3BTP6T8PE3031432,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,1/31/15,2/1/15,,,,Yes,,Yes,
70259,3U0ZJEEPD4210576,9,25,398,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,7/28/16,7/29/16,,,,,Yes,,
70260,3BTPXB1PE3110591,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/20/15,4/23/15,,,,Yes,,,
70261,3U0ZSLIPD4349189,9,11,956,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,12/14/16,12/14/16,,,,,Yes,,
70262,3U20BTAPD4220236,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,8/8/17,8/15/17,,,,Yes,,Yes,
70263,3BTQAYIPE3146434,9,11,070,C,System or component worn or broken,Removed and Replaced the system or component,5/26/15,7/6/15,,,,,Yes,,
70264,3U20KQ8PD4297166,9,11,C01,Z,Bare Metal found somewhere on the aircraft,"Sanded, primed, and painted the bare area",10/24/17,11/26/17,,Yes,,,,,
70265,3BTR38UPE3224179,9,11,170,Z,Bare Metal located on flight control surface,"Sanded, primed, and painted the bare area",8/12/15,8/14/15,,Yes,,,,,
70266,3BTNUROPE3230054,9,11,000,0,Perform a periodic inspection,Completed the inspection,8/18/14,8/18/14,,,,Yes,,,
70267,3U20G1EPD4250178,9,11,000,0,Perform a periodic inspection,Completed the inspection,9/7/17,9/7/17,,,,Yes,,,
70268,3U0ZIDXPD4181440,9,11,000,0,Perform a periodic inspection,Completed the inspection,6/29/16,6/29/16,,,,Yes,,,
70269,3BTOKTNPE3307531,9,47,,C,Perform a periodic inspection,Completed the inspection,11/3/14,11/5/14,,,,Yes,,,
70270,3BU1XUAPE3041167,9,11,000,0,Perform a periodic inspection,Completed the inspection,2/10/19,2/13/19,,,,Yes,,,
70271,3U20ZRLPD4024179,9,11,956,C,Code: MZJDTL was set.,Removed and replaced system or component,1/24/18,1/26/18,,,,,Yes,,
70272,3BU0CB3PE3179201,9,11,000,0,Perform a periodic inspection,Completed the inspection,6/28/18,6/29/18,,,,Yes,,,
70273,3BU17YHPE3296320,9,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,10/23/18,10/24/18,,,,,Yes,,
70274,3U20O98PD4325335,9,11,000,0,Corrosion identified on a port,Treated and removed the corrosion,11/21/17,11/23/17,Yes,,,,,,
70275,3U2130UPD4045352,9,11,C01,Z,System or component worn or broken,Worked on and repaired component/system,2/14/18,2/18/18,,,,,Yes,,
70276,3BTORUPPE3337160,9,11,070,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/3/14,12/6/14,,,,,Yes,,
70277,3BU1RV3PE3018528,9,11,425,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",1/18/19,2/2/19,,Yes,,,,,
70278,3U0ZJRWPD4217259,9,11,000,0,Perform a periodic inspection,Completed the inspection,8/4/16,8/5/16,,,,Yes,,,
70279,3U20YXPPD4021428,9,11,000,0,Perform a periodic inspection,Completed the inspection,1/21/18,1/24/18,,,,Yes,,,
70280,3U2138IPD4046454,9,11,C01,Z,Corrosion identified on a wiring harness,Treated and removed the corrosion,2/15/18,2/15/18,Yes,,,,,,
70281,3BU15CRPE3285440,9,41,,C,Perform a periodic inspection,Completed the inspection,10/12/18,10/19/18,,,,Yes,,,
70282,3BTOYNKPE3005119,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,1/5/15,1/5/15,,,,Yes,,Yes,
70283,3BU16HDPE3289B00,9,11,000,0,Perform a phase inspection,Completed the inspection,10/16/18,10/24/18,,,,Yes,,,
70284,3U20ACNPD4207129,9,11,C01,Z,Corrosion found somewhere on the aircraft ,Treated and removed the corrosion,7/26/17,7/28/17,Yes,,,,,,
70285,3U207JAPD4175333,9,11,000,0,Perform verification of component or system,Completed the component or system test,6/24/17,6/26/17,,,,Yes,,,
70286,3BTS3WSPE3341109,9,23,956,R,Code: RTFVJD was set.,Removed and Replaced failed part or assembly,12/6/15,12/9/15,,,,,Yes,,Yes
70287,3U21DK6PD4134527,9,23,956,R,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,5/14/18,5/21/18,,,,,Yes,,
70288,3U0ZI1APD4172264,9,12,282,B,Bad Battery,Repaired or replaced battery,6/20/16,6/20/16,,,,,Yes,,
70289,3BTQZK2PE3215345,9,11,000,0,Perform a periodic inspection,Completed the inspection,8/3/15,8/5/15,,,,Yes,,,
70290,3BU0LFSPE3212116,9,12,020,B,System or component worn or broken,Removed and Replaced the system or component,7/31/18,8/10/18,,,,,Yes,,
70291,3BU2A3WPE3091227,9,23,787,R,System or component worn or broken,Removed and Replaced the system or component,4/1/19,4/2/19,,,,,Yes,,
70292,3U1ZWOZPD4074001,9,12,020,B,System or component worn or broken,Removed and Replaced the system or component,3/15/17,3/16/17,,,,,Yes,,
70293,3U0ZNOSPD4278234,9,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,10/4/16,10/5/16,,,Yes,,,,
70294,3BTR5IBPE3230040,9,12,020,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,8/18/15,8/18/15,,,,,Yes,,
70295,3U21BV0PD4108224,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/18/18,4/18/18,,,,Yes,,,
70296,3BTSE6DPE3013368,9,47,,C,Perform verification of component or system,Completed the component or system test,1/13/16,1/14/16,,,,Yes,,,
70297,3U1ZZL8PD4108248,9,11,000,0,System or Component is dirty,Cleaned the system or component,4/18/17,4/18/17,,,,Yes,,,
70298,3BTO5WDPE3265384,9,11,000,0,Perform a periodic inspection,Completed the inspection,9/22/14,9/23/14,,,,Yes,,,
70299,3BVOIOGPE3165610,9,11,000,0,Perform a periodic inspection,Completed the inspection,6/14/15,6/14/15,,,,Yes,,,
70300,3U20RFWPD4344582,9,11,000,0,Perform a periodic inspection,Completed the inspection,12/10/17,12/21/17,,,,Yes,,,
70301,3BTNS9GPE3224205,9,11,000,0,Perform corrosion prevention treatment on the aircraft,Performed corrosion prevention,8/12/14,8/12/14,,,Yes,,,,
70302,3U0ZH1KPD4140125,9,11,000,0,Perform system or component checks ,Completed the component or system test,5/19/16,5/21/16,,,,Yes,,,
70303,3U0ZNX0PD4280374,9,12,020,B,System or component worn or broken,Removed and Replaced the system or component,10/6/16,10/6/16,,,,,Yes,,
70304,3BU1MBAPE3352440,9,12,W62,B,"A system, component, part, or surface on the aircraft required attention",Removed and replaced system or component,12/18/18,12/18/18,,,,,Yes,,
70305,3U0ZPZVPD4306157,9,11,000,0,Perform a periodic inspection,Completed the inspection,11/1/16,11/1/16,,,,Yes,,,
70306,3BU18A1PE3297536,9,11,425,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",10/24/18,11/3/18,,Yes,,,,,
70307,3BTS2JZPE3336467,9,47,,P,Perform verification of component or system,Completed the component or system test,12/2/15,12/3/15,,,,Yes,,,
70308,3U20L4KPD4302401,9,11,000,0,Perform a periodic inspection,Completed the inspection,10/29/17,10/29/17,,,,Yes,,,
70309,3BTOKHYPE3306265,9,11,000,0,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,11/2/14,11/13/14,,,,,Yes,,
70310,3BU2GF1PE3120443,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/30/19,4/30/19,,,,Yes,,,
70311,3BTRU0HPE3305232,9,11,000,0,Perform a periodic inspection,Completed the inspection,11/1/15,11/9/15,,,,Yes,,,
70312,3U20A5HPD4206529,9,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,7/25/17,7/29/17,,,,,Yes,,
70313,3C0CQ90PE3242654,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,8/30/18,8/30/18,,,,Yes,,Yes,
70314,3BTS2KNPE3336485,9,23,787,R,System or component worn or broken,Removed and Replaced the system or component,12/2/15,12/2/15,,,,,Yes,,
70315,3BU188UPE3297499,9,11,425,C,Bare Metal found on a door,"Sanded, primed, and painted the bare area",10/24/18,11/3/18,,Yes,,,,,
70316,3BTRFPYPE3261180,9,11,799,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,9/18/15,9/21/15,,,,,Yes,,
70317,3U0ZG67PD4102459,9,47,,C,Perform general weapon inspection,Weapon inspection performed,4/8/16,5/16/16,,,,Yes,,Yes,
70318,3BTNSAIPE3224189,9,11,525,A,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,8/12/14,8/12/14,,,,,Yes,,
70319,3BTSE66PE3013363,9,47,,P,Perform verification of component or system,Completed the component or system test,1/13/16,1/13/16,,,,Yes,,,
70320,3U21E3QPD4137199,9,11,425,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,5/17/18,5/20/18,,,,,Yes,,
70321,3BU256UPE3073518,9,11,000,0,Perform verification of component or system,Completed the component or system test,3/14/19,3/15/19,,,,Yes,,,
70322,3U0ZR15PD4332111,9,11,000,0,Perform a periodic inspection,Completed the inspection,11/27/16,11/29/16,,,,Yes,,,
70323,3BTR392PE3224186,9,11,170,Z,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",8/12/15,8/14/15,,Yes,,,,,
70324,3U0ZMAEPD4262496,9,11,000,0,Perform a periodic inspection,Completed the inspection,9/18/16,9/18/16,,,,Yes,,,
70325,3BU0PPVPE3225252,9,23,787,R,System or component worn or broken,Removed and Replaced the system or component,8/13/18,8/13/18,,,,,Yes,,
70326,3U0ZK7SPD4225504,9,11,000,0,Perform a periodic inspection,Completed the inspection,8/12/16,8/12/16,,,,Yes,,,
70327,3U200KMPD4112436,9,11,000,0,Perform Weapon Release Check,Jettisoned weapon or performed required check,4/22/17,4/30/17,,,,Yes,,Yes,
70328,3U200QDPD4113472,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/23/17,4/24/17,,,,Yes,,,
70329,3U1ZZD6PD4106081,9,11,000,0,Perform a periodic inspection,Completed the inspection,4/16/17,4/17/17,,,,Yes,,,
70330,3U212SRPD4044274,9,11,020,C,"A system, component, part, or surface on the aircraft required attention",Observed the area and attempted to repair it,2/13/18,2/19/18,,,,,Yes,,
70331,3U20ACEPD4207121,9,11,410,C,Corrosion found on a flight control surface,Treated and removed the corrosion,7/26/17,8/18/17,Yes,,,,,,
70332,3U20UG9PD4363202,9,11,000,0,Perform a periodic inspection,Completed the inspection,12/29/17,12/29/17,,,,Yes,,,
70333,3U1ZSQRPD4036194,9,11,000,0,Perform a periodic inspection,Completed the inspection,2/5/17,2/8/17,,,,Yes,,,
70334,3U0ZNPAPD4278192,9,11,170,C,Corrosion found on a flight control surface,Treated and removed the corrosion,10/4/16,10/5/16,Yes,,,,,,
70335,3BU1897PE3297508,9,11,425,C,Bare Metal located on fastners or panels,"Sanded, primed, and painted the bare area",10/24/18,11/3/18,,Yes,,,,,
70336,3BTR3A3PE3224230,9,11,020,C,System or component worn or broken,Worked on and repaired component/system,8/12/15,8/13/15,,,,,Yes,,
70337,3U200GRPD4111399,9,41,,C,Perform a periodic inspection,Completed the inspection,4/21/17,4/24/17,,,,Yes,,,
